,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blue_top_lane_first_tower,blue_mid_lane_first_tower,blue_bot_lane_first_tower,red_top_lane_first_tower,red_mid_lane_first_tower,red_bot_lane_first_tower,blue_earth_dragon,blue_air_dragon,blue_fire_dragon,blue_water_dragon,blue_elder_dragon,red_earth_dragon,red_air_dragon,red_fire_dragon,red_water_dragon,red_elder_dragon
2878,0,15506,1931,34,6.8,211,36,0,4,8,6,13,3,0,0,0,0,0,0,0,0,0,0,17701,2866,36,7.2,250,52,0,8,4,9,20,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2879,1,15882,3522,35,7.0,229,44,0,5,2,5,15,6,0,0,0,0,0,0,0,1,1,0,15000,1715,35,7.0,225,53,0,2,5,3,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2880,0,15567,1622,34,6.8,207,48,0,4,10,6,13,4,0,0,0,0,0,0,0,0,0,0,18303,3703,36,7.2,226,56,0,10,4,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,1,18109,5047,36,7.2,242,41,0,10,4,18,15,6,0,0,0,0,0,0,0,0,0,0,15374,2709,34,6.8,217,50,0,4,10,4,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,0,14214,2794,33,6.6,248,42,0,1,7,0,16,1,0,0,0,0,0,0,0,0,0,0,17470,855,36,7.2,247,50,0,7,1,9,19,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2883,0,16920,3710,32,6.4,199,33,0,7,9,12,43,4,0,0,0,0,0,0,0,1,1,0,17653,2228,34,6.8,222,50,0,9,7,15,37,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2884,0,15525,2200,36,7.2,255,64,0,2,0,3,13,7,0,0,0,0,0,0,0,1,1,0,13472,2897,34,6.8,239,47,0,0,2,0,15,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2885,0,15411,1511,33,6.6,189,42,0,5,9,12,41,4,0,0,0,0,0,0,0,0,0,0,17312,2567,34,6.8,184,56,0,9,5,16,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886,1,15921,2991,36,7.2,248,60,0,3,3,2,19,4,0,0,0,0,0,0,0,0,0,0,15887,2237,34,6.8,263,59,0,3,3,3,17,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2887,1,17006,3381,35,7.0,245,58,0,6,2,6,14,8,0,0,0,0,0,0,0,0,0,1,15075,3690,34,6.8,240,49,0,2,6,1,32,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2888,0,14434,3879,34,6.8,234,47,0,1,8,1,20,5,0,0,0,0,0,0,0,0,0,0,17992,4747,36,7.2,244,74,0,8,1,11,32,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2889,0,14509,3009,32,6.4,155,56,0,4,10,10,19,3,0,0,0,0,0,0,0,1,1,0,19060,4260,36,7.2,245,59,0,10,4,14,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2890,0,15784,2299,35,7.0,229,49,0,5,7,4,30,3,0,0,0,0,0,0,0,0,0,1,17766,2271,36,7.2,242,56,0,7,5,9,17,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2891,0,15867,3257,33,6.6,192,58,0,4,5,4,19,4,0,0,0,0,0,0,0,0,0,0,17091,2436,35,7.0,230,62,0,5,4,7,12,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2892,0,16785,1200,35,7.0,204,52,0,8,5,12,20,3,0,0,0,0,0,0,0,1,1,0,16819,2409,36,7.2,250,60,0,5,8,6,16,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2893,0,15621,3331,34,6.8,234,61,0,3,5,3,14,3,0,0,0,0,0,0,0,0,0,1,17580,4265,36,7.2,261,49,0,5,3,6,21,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2894,0,16100,2050,35,7.0,239,52,0,5,3,4,16,5,0,0,0,0,0,0,0,0,0,0,16011,2676,35,7.0,240,64,0,3,5,2,21,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2895,0,17687,3297,35,7.0,226,51,0,9,7,8,20,3,0,0,0,0,0,0,0,1,1,0,16294,4385,34,6.8,174,44,0,7,9,5,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2896,0,15268,2268,34,6.8,248,56,0,2,2,3,16,4,0,0,0,0,0,0,0,1,1,0,15155,2825,33,6.6,240,47,0,2,2,4,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2897,1,20874,3209,39,7.8,238,47,0,17,4,15,18,8,0,0,0,0,0,0,0,1,1,0,16172,2167,34,6.8,204,41,0,4,17,4,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2898,1,18565,4565,38,7.6,253,56,0,10,0,15,19,3,0,0,0,0,0,0,0,1,1,0,13856,1876,33,6.6,236,47,0,0,10,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2899,0,16190,2295,35,7.0,228,61,0,5,6,4,42,1,0,0,0,0,0,0,0,0,0,0,16912,3832,36,7.2,254,51,0,6,5,8,21,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2900,0,14700,2465,35,7.0,257,40,0,2,3,1,109,5,0,0,0,0,0,0,0,0,0,0,15440,2800,35,7.0,235,48,0,3,2,2,24,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2901,0,16436,4701,35,7.0,240,67,0,4,6,5,19,7,0,0,0,0,0,0,0,1,1,1,16997,3272,35,7.0,239,52,0,6,4,10,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2902,0,15205,3540,33,6.6,221,40,0,4,7,5,17,6,0,0,0,0,0,0,0,0,0,0,16685,2790,35,7.0,225,51,0,7,4,10,18,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2903,1,17959,1862,35,7.0,256,60,0,7,3,16,17,6,0,0,0,0,0,0,0,1,1,0,14918,2553,34,6.8,211,68,0,3,7,3,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2904,0,16592,3304,35,7.0,233,57,0,6,4,8,37,3,0,0,0,0,0,0,0,0,0,0,16065,2715,34,6.8,230,55,0,4,6,5,39,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2905,1,17959,1804,35,7.0,221,47,0,7,3,12,15,5,1,0,1,0,0,1,0,1,1,0,16449,4624,35,7.0,266,63,0,3,7,2,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2906,1,14938,1663,34,6.8,223,45,0,3,3,3,16,4,0,0,0,0,0,0,0,0,0,0,15332,1807,33,6.6,226,54,0,3,3,6,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,1,17529,3054,35,7.0,257,49,0,7,4,9,18,6,0,0,0,0,0,0,0,0,0,0,15182,4057,32,6.4,204,41,0,4,7,7,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,1,17551,1976,34,6.8,208,40,0,9,7,9,19,6,0,0,0,0,0,0,0,0,0,0,15891,2841,32,6.4,182,40,0,7,9,6,22,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2909,0,15235,1640,35,7.0,235,60,0,3,7,2,18,5,0,0,0,0,0,0,0,0,0,1,17407,1252,37,7.4,232,53,0,7,3,9,14,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2910,0,38243,2510,41,8.2,203,6,0,22,30,19,251,0,0,0,1,0,0,1,0,1,1,0,44334,7041,46,9.2,218,45,0,30,22,35,23,14,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2911,1,16285,2020,35,7.0,253,64,0,3,3,6,46,5,0,0,0,0,0,0,0,1,1,1,15361,1401,35,7.0,237,52,0,3,3,3,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2912,0,17756,2431,36,7.2,185,52,0,12,5,9,33,2,0,0,0,0,0,0,0,1,1,0,15233,2513,33,6.6,155,63,0,5,12,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2913,0,15230,4302,27,5.4,134,48,0,9,10,8,13,0,0,0,0,0,0,0,0,0,0,1,19525,6200,34,6.8,202,58,0,10,9,9,10,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,1,17127,3507,37,7.4,215,40,0,9,6,5,15,0,0,0,0,0,0,0,0,1,1,0,17251,1201,35,7.0,214,65,0,6,9,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2915,1,18372,6222,36,7.2,248,52,0,7,5,5,23,5,1,0,1,0,1,0,0,0,0,1,14890,3705,33,6.6,194,39,0,5,7,7,21,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2916,0,15355,3830,35,7.0,246,68,0,2,3,4,15,2,0,0,0,0,0,0,0,0,0,0,16189,5344,36,7.2,260,69,0,3,2,6,16,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2917,0,15516,4491,33,6.6,210,39,0,5,5,12,14,4,0,0,0,0,0,0,0,0,0,1,16207,2507,33,6.6,235,48,0,5,5,6,18,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2918,0,15211,3211,34,6.8,202,41,0,5,8,5,39,6,0,0,0,0,0,0,0,0,0,0,18282,3862,37,7.4,268,59,0,8,5,5,43,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2919,1,17677,3697,35,7.0,198,55,0,8,5,9,19,3,0,0,0,0,0,0,0,0,0,1,15255,2285,34,6.8,181,45,0,5,8,6,73,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2920,1,16181,2621,33,6.6,165,42,0,8,7,4,20,1,0,0,0,0,0,0,0,1,1,1,17022,2772,33,6.6,202,51,0,7,8,10,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2921,1,16451,4776,34,6.8,222,59,0,6,6,11,18,3,0,0,0,0,0,0,0,1,1,0,18364,5219,35,7.0,231,44,0,6,6,5,14,5,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2922,0,14242,1332,32,6.4,200,33,0,4,9,3,15,3,0,0,0,0,0,0,0,0,0,0,17567,3357,37,7.4,225,48,0,9,4,13,20,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2923,1,17108,1253,35,7.0,219,55,0,6,8,5,12,4,0,0,0,0,0,0,0,0,0,0,18343,2553,36,7.2,235,66,0,8,6,11,27,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2924,0,18209,2684,36,7.2,200,65,0,9,9,12,38,4,0,0,0,0,0,0,0,0,0,0,18226,3776,36,7.2,239,48,0,9,9,11,38,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2925,0,14496,2151,33,6.6,224,40,0,3,11,4,13,4,0,0,0,0,0,0,0,1,1,0,18350,4277,36,7.2,219,52,0,11,3,12,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2926,1,17387,4902,34,6.8,244,51,0,7,13,6,15,8,0,0,0,0,0,0,0,0,0,0,19001,3136,37,7.4,204,52,0,13,7,24,49,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,0,15547,3587,33,6.6,231,47,0,3,6,2,14,2,0,0,0,0,0,0,0,0,0,1,16879,3524,34,6.8,197,39,0,6,3,11,14,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2928,0,16093,1718,33,6.6,225,56,0,3,6,5,18,6,0,0,0,0,0,0,0,0,0,0,16892,4642,36,7.2,228,60,0,6,3,8,18,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,1,19979,3519,36,7.2,242,43,0,13,4,19,13,1,0,0,0,0,0,0,0,1,1,0,14806,1716,33,6.6,181,57,0,4,13,4,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2930,0,15164,4264,34,6.8,263,50,0,1,4,2,38,5,0,0,0,0,0,0,0,0,0,0,16716,2286,36,7.2,259,54,0,4,1,7,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2931,1,17481,1731,35,7.0,217,39,0,10,6,10,18,8,0,0,0,0,0,0,0,0,0,0,16958,2158,33,6.6,252,46,0,6,10,6,15,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2932,1,17433,3488,35,7.0,236,49,0,7,3,13,16,2,0,0,0,0,0,0,0,0,0,1,15964,2104,33,6.6,207,50,0,3,7,5,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,0,15476,3294,33,6.6,178,47,0,6,8,9,16,3,0,0,0,0,0,0,0,1,1,0,17244,3579,36,7.2,200,54,0,8,6,13,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2934,0,14195,1485,30,6.0,155,55,0,3,10,4,18,2,0,0,0,0,0,0,0,0,0,0,20438,4788,34,6.8,248,50,0,10,3,13,21,3,1,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2935,0,15465,3240,33,6.6,224,48,0,4,9,5,19,4,0,0,0,0,0,0,0,0,0,0,17327,3852,36,7.2,254,43,0,9,4,7,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,1,18163,1878,36,7.2,226,44,0,11,9,8,17,4,0,0,0,0,0,0,0,0,0,1,18365,1853,37,7.4,226,60,0,9,11,11,30,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2937,0,16714,2954,35,7.0,243,44,0,5,4,4,16,4,0,0,0,0,0,0,0,0,0,0,15288,1598,35,7.0,221,62,0,4,5,3,19,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2938,0,13555,1655,29,5.8,148,49,0,3,14,5,15,2,0,0,0,0,0,0,0,0,0,0,21143,1868,35,7.0,194,53,0,14,3,22,14,5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2939,0,15671,731,35,7.0,206,36,0,6,9,4,15,0,0,0,0,0,0,0,0,0,0,0,18336,6276,36,7.2,211,62,0,9,6,12,22,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2940,0,14641,1761,34,6.8,217,49,0,3,9,4,12,4,0,0,0,0,0,0,0,1,1,0,16875,2595,35,7.0,174,49,0,9,3,12,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2941,0,17557,2472,36,7.2,248,48,0,7,8,7,17,3,0,0,0,0,0,0,0,0,0,0,17330,2220,37,7.4,239,48,0,8,7,9,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,0,14018,3451,30,6.0,173,29,0,5,13,2,16,2,0,0,0,0,0,0,0,0,0,0,21102,3907,38,7.6,258,70,0,13,5,12,13,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2943,1,19421,3866,38,7.6,234,43,0,13,5,17,39,2,0,0,0,0,0,0,0,1,1,0,16043,3008,34,6.8,211,47,0,5,13,6,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2944,0,14024,1724,33,6.6,247,56,0,0,2,0,21,1,0,0,0,0,0,0,0,0,0,1,15535,5475,36,7.2,260,52,0,2,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,0,16293,1833,34,6.8,238,52,0,6,9,7,21,1,0,0,0,0,0,0,0,0,0,0,18457,1687,36,7.2,250,47,0,9,6,16,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,1,17637,2492,36,7.2,223,52,0,8,2,14,14,10,0,0,0,0,0,0,0,1,1,1,15035,2915,33,6.6,245,56,0,2,8,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2947,1,16913,1793,34,6.8,216,45,0,8,8,10,17,5,0,0,0,0,0,0,0,1,1,0,16964,1519,35,7.0,205,50,0,8,8,9,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2948,1,15958,4383,36,7.2,233,73,0,3,2,3,17,4,0,0,0,0,0,0,0,1,1,0,15408,3283,36,7.2,254,59,0,2,3,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2949,1,15480,1765,33,6.6,254,52,0,3,6,3,19,3,0,0,0,0,0,0,0,1,1,0,17721,2116,36,7.2,260,60,0,6,3,6,16,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2950,1,16916,1211,32,6.4,214,45,0,4,5,5,21,2,1,0,1,0,0,1,0,1,1,1,15926,3076,34,6.8,217,60,0,5,4,3,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2951,1,19405,2650,37,7.4,246,48,0,11,3,17,16,8,0,0,0,0,0,0,0,0,0,0,14688,1818,35,7.0,207,52,0,3,11,6,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,0,17582,2582,35,7.0,231,48,0,9,6,18,16,2,0,0,0,0,0,0,0,0,0,0,16879,4029,35,7.0,218,43,0,6,9,15,55,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2953,0,18460,3610,35,7.0,201,45,0,12,9,16,17,4,0,0,0,0,0,0,0,0,0,0,17659,904,35,7.0,231,47,0,9,12,9,18,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2954,1,18388,4838,36,7.2,189,60,0,12,2,15,56,7,0,0,0,0,0,0,0,1,1,0,14749,2427,33,6.6,217,46,0,2,12,1,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2955,0,14056,3506,33,6.6,206,46,0,2,4,2,15,2,0,0,0,0,0,0,0,0,0,0,15806,2281,34,6.8,225,52,0,4,2,6,17,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2956,0,17403,1578,34,6.8,236,43,0,7,6,11,15,2,0,0,0,0,0,0,0,0,0,0,16703,2416,36,7.2,225,50,0,6,7,7,18,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2957,0,16635,3273,36,7.2,242,54,0,5,4,4,21,3,0,0,0,0,0,0,0,0,0,0,15268,1968,34,6.8,211,48,0,4,5,6,15,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2958,1,15945,3550,36,7.2,221,57,0,5,4,4,14,3,0,0,0,0,0,0,0,1,1,1,15427,1997,35,7.0,242,48,0,4,5,2,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2959,1,15050,4050,34,6.8,209,60,0,4,2,5,23,5,0,0,0,0,0,0,0,0,0,0,15318,1553,34,6.8,250,48,0,2,4,3,21,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2960,1,16437,3612,36,7.2,216,80,0,5,4,8,20,3,0,0,0,0,0,0,0,0,0,0,15406,1311,33,6.6,241,42,0,4,5,7,17,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2961,1,22781,5881,39,7.8,250,52,0,17,6,27,15,9,1,0,1,0,0,1,0,1,1,1,16342,2172,33,6.6,220,52,0,6,17,7,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2962,0,14798,3103,33,6.6,215,64,0,3,8,5,42,6,0,0,0,0,0,0,0,0,0,0,18875,3640,35,7.0,230,32,0,8,3,12,46,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,1,18054,2029,37,7.4,228,71,0,8,4,7,21,2,0,0,0,0,0,0,0,1,1,1,15169,989,34,6.8,215,48,0,4,8,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2964,1,14364,2654,34,6.8,207,54,0,2,3,2,17,3,0,0,0,0,0,0,0,0,0,1,15037,1862,35,7.0,229,61,0,3,2,2,19,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2965,0,15731,4071,33,6.6,222,52,0,4,7,4,13,2,0,0,0,0,0,0,0,0,0,0,16045,3100,36,7.2,214,59,0,7,4,3,13,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2966,1,16091,3191,35,7.0,265,40,0,6,3,2,15,3,0,0,0,0,0,0,0,0,0,0,15319,2524,35,7.0,226,60,0,3,6,4,19,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2967,0,14255,3130,31,6.2,220,35,0,2,8,2,19,4,0,0,0,0,0,0,0,0,0,0,16775,2180,34,6.8,190,36,0,8,2,14,19,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2968,1,17615,2190,35,7.0,224,60,0,7,5,11,17,15,0,0,0,0,0,0,0,1,1,0,17435,2610,35,7.0,263,56,0,5,7,4,46,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2969,0,15352,1687,34,6.8,226,49,0,4,7,6,17,4,0,0,0,0,0,0,0,0,0,0,17697,3892,36,7.2,239,50,0,7,4,12,57,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,0,17087,2479,35,7.0,227,60,0,5,6,5,19,3,0,0,0,0,0,0,0,0,0,0,16325,1925,34,6.8,227,42,0,6,5,7,20,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2971,0,17329,2824,34,6.8,205,43,0,8,10,10,13,5,0,0,0,0,0,0,0,0,0,0,18347,1832,35,7.0,219,62,0,10,8,13,18,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2972,0,15097,2947,35,7.0,268,56,0,1,0,0,17,9,0,0,0,0,0,0,0,0,0,0,14578,3348,34,6.8,238,71,0,0,1,0,21,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2973,1,15308,3673,34,6.8,241,52,0,3,9,5,14,4,0,0,0,0,0,0,0,0,0,0,18188,4298,36,7.2,245,51,0,9,3,11,20,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2974,0,16365,1365,35,7.0,223,56,0,6,8,7,17,4,0,0,0,0,0,0,0,0,0,1,17559,3244,37,7.4,236,59,0,8,6,8,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2975,1,19074,3084,37,7.4,204,60,0,12,4,15,11,3,0,0,0,0,0,0,0,0,0,0,15094,1979,32,6.4,217,38,0,4,12,5,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2976,1,16644,2699,34,6.8,214,60,0,6,5,9,17,0,0,0,0,0,0,0,0,1,1,0,15500,2413,34,6.8,201,56,0,5,6,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2977,0,15945,3535,35,7.0,230,52,0,5,3,5,24,3,0,0,0,0,0,0,0,0,0,0,15373,2798,35,7.0,230,53,0,3,5,4,17,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2978,0,15399,2489,35,7.0,212,59,0,4,5,3,22,4,0,0,0,0,0,0,0,1,1,0,16364,1764,35,7.0,244,56,0,5,4,4,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
